Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
1422;1422;11:33:46 06.09.2021;11:45:46 06.09.2021;719;5;;20;1;4;2;8;1;9;2;1;3;4;4;1;2;3;3;4;3;3;2;2;2;4;4;2;4;2;1;2;1;1;3;2;5;4;4;2;1;1;4;1;4;3;4;1;1;1;1;3;1;3;1;1;1;1;1;1;1;1;4;4;2;2;3;6;5;5;5;5;3;3;2;4;2;2;4;1;1;3;3;3;4;4;4;4;3;4;4;4;5;4;5;5;4;4;4;4;5;4;5;5;4;5;5;5;5;5;5;5;3;3;3;3;5;2;3;5;5;5;5;4;4;4;4;4;2;2;2;5;2;5;4;4;4;4;4;1;5;5;5;3;5;4;4;4;4;2;3;4;4;4;5;4;4;5;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;4;3;4;4;5;4;3;3;4;5;5;5;5;5;5;5;5;4;4;2;2;5;4;4;4;4;4;4;4;4;4;4;3;2;5;5;2;6135bfa06cfe070001067ac0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1423;1423;11:34:07 06.09.2021;12:01:18 06.09.2021;1631;5;;20;1;6;1;7;13;5;3;2;2;3;1;1;4;3;1;1;3;1;4;5;4;4;5;2;4;2;4;4;1;5;5;3;3;2;3;2;1;5;4;4;2;2;2;2;1;2;2;2;2;3;1;1;2;3;2;1;1;1;1;5;1;1;1;5;5;1;5;4;2;4;1;1;1;1;1;3;1;2;2;3;2;1;2;1;1;3;1;1;2;2;4;4;6;3;5;3;4;5;4;5;3;3;3;5;5;5;5;5;4;4;4;4;5;4;2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;5;4;4;3;4;4;3;3;4;4;4;4;4;3;3;3;3;4;4;4;5;4;4;4;4;5;3;3;3;3;3;3;4;4;4;5;3;2;4;1;3;4;4;3;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;4;4;4;5;4;4;4;4;3;4;2;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;4;4;3;3;3;3;3;3;3;3;6135bfda6cfe0700010680ae;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1424;1424;11:35:30 06.09.2021;12:13:07 06.09.2021;2257;5;;20;1;6;1;2;15;6;2;2;1;2;1;1;1;1;1;1;1;1;2;5;4;5;4;2;2;2;2;3;4;2;2;3;2;2;3;2;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;4;2;2;2;2;4;2;2;2;4;2;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;4;1;2;5;4;3;4;4;5;3;3;3;3;3;3;4;4;3;4;3;5;1;1;1;1;1;1;4;1;1;1;1;1;3;5;5;1;4;3;3;1;5;4;2;5;5;3;2;3;5;5;5;5;5;3;3;3;2;2;4;4;3;5;3;4;3;3;3;1;3;2;1;3;2;2;2;1;3;1;1;1;1;2;1;1;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;2;5;2;3;5;3;4;5;3;5;2;5;5;4;4;3;1;3;3;3;4;5;3;1;3;4;5;3;3;3;3;2;4;1;1;6135bfe06cfe07000106822c;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1425;1425;11:36:22 06.09.2021;12:12:15 06.09.2021;2153;5;;20;1;6;2;4;7;7;3;1;2;3;1;1;1;3;1;1;1;1;3;5;4;4;4;2;5;3;4;5;2;5;4;3;4;4;4;2;2;3;4;3;4;1;3;2;1;2;2;1;1;3;2;1;2;1;1;1;1;2;2;2;2;2;2;6;2;2;2;3;2;2;1;1;2;2;1;2;2;3;3;3;1;1;3;1;1;1;1;1;3;3;4;2;4;2;1;1;4;3;3;3;3;3;3;4;4;3;1;1;5;5;5;4;5;5;2;5;3;3;1;1;2;3;4;5;2;4;4;3;2;2;5;5;5;4;3;1;3;3;5;3;5;4;4;4;3;3;3;4;3;4;5;5;5;5;4;4;1;4;5;4;5;5;1;1;4;4;2;1;3;3;4;3;2;1;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;4;4;4;3;4;5;5;5;3;3;4;2;2;2;3;6135bfdd7b8b9c00013847a4;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1430;1430;11:38:50 06.09.2021;12:08:22 06.09.2021;1772;5;;20;1;6;1;6;11;8;1;1;2;2;1;1;2;1;1;1;1;1;4;5;5;4;4;3;4;3;4;4;2;2;3;2;3;3;1;4;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;5;1;1;1;1;1;1;1;1;1;1;5;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;5;5;2;2;5;2;1;5;1;1;1;1;1;1;5;5;1;5;2;1;1;4;5;3;3;3;3;2;3;3;4;3;5;4;4;4;4;4;3;3;3;3;5;3;5;4;4;4;3;3;3;3;4;3;1;1;1;1;1;1;1;1;1;1;1;3;5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;4;4;3;3;3;4;5;3;3;3;3;3;3;3;6135bfdc6cfe070001068115;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1431;1431;11:39:49 06.09.2021;11:45:22 06.09.2021;333;5;;20;1;2;1;2;9;4;4;4;4;4;3;3;3;3;3;3;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;3;4;5;4;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;4;3;3;3;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;4;4;5;3;2;5;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;4;5;5;4;3;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;6135bf977b8b9c0001383e65;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1433;1433;11:42:42 06.09.2021;11:59:06 06.09.2021;984;5;;20;1;6;2;4;9;5;2;2;1;2;2;1;4;4;2;1;1;4;4;5;3;5;5;1;3;3;5;2;5;1;4;3;1;2;4;1;1;3;4;2;3;1;1;1;1;1;1;1;1;2;1;1;1;3;1;3;1;1;5;1;1;1;1;5;2;2;2;3;2;4;4;1;2;2;3;1;1;1;1;1;1;1;1;1;1;3;1;3;5;1;2;6;1;1;1;1;5;1;2;2;6;1;5;6;5;1;1;6;5;1;3;1;4;1;1;5;1;1;3;3;5;4;5;5;1;5;3;3;1;1;4;2;2;5;3;1;5;5;5;5;5;3;3;3;3;3;3;3;4;3;5;3;3;5;3;5;1;4;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;5;5;5;4;2;5;5;5;3;3;5;5;5;4;4;5;4;5;5;3;4;4;5;3;1;1;3;5;1;1;3;5;4;5;3;1;6135bfac6cfe070001067e2f;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1434;1434;11:42:54 06.09.2021;12:23:16 06.09.2021;2422;5;;20;1;5;1;2;1;7;3;2;3;2;1;1;3;1;1;1;1;1;3;5;3;5;5;3;3;3;3;4;4;2;5;3;3;2;3;2;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;2;2;2;2;2;1;1;2;1;2;4;3;5;4;5;4;5;5;3;3;3;3;3;1;3;4;5;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;2;5;5;5;3;4;5;5;2;5;5;5;5;5;3;3;3;3;4;5;5;5;5;5;5;4;5;5;2;5;5;5;5;5;5;5;4;3;3;3;3;3;1;1;3;5;1;2;1;1;4;4;1;4;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;3;3;5;5;5;5;5;3;3;3;4;4;3;6135bfb37b8b9c0001384613;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1435;1435;11:43:30 06.09.2021;11:58:27 06.09.2021;896;5;;20;1;5;2;2;11;7;2;1;2;2;2;2;2;3;1;1;1;1;3;4;3;4;4;2;3;4;4;4;4;2;4;3;4;2;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;5;3;3;3;3;3;3;3;1;1;3;3;1;1;1;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;4;3;3;3;5;5;5;5;2;5;5;5;5;5;4;4;4;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;4;4;1;6135bfab6cfe070001067e06;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1436;1436;11:47:10 06.09.2021;12:13:21 06.09.2021;1571;5;;20;1;6;2;4;10;4;1;2;2;1;1;1;4;2;1;1;1;1;4;4;3;4;4;2;3;4;5;3;4;1;4;4;3;2;3;3;1;2;3;2;3;2;2;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;6;1;1;1;1;4;2;2;1;4;5;5;5;5;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;3;4;1;1;1;1;5;1;1;1;4;4;4;4;4;3;3;3;3;1;1;1;3;1;1;1;1;1;1;1;1;4;3;3;1;1;1;1;1;4;3;2;2;3;2;2;2;2;2;2;3;3;4;4;4;4;4;3;4;4;5;4;4;4;4;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;3;2;2;4;5;5;4;5;3;5;4;5;5;4;4;5;5;4;4;3;3;3;4;1;3;4;4;4;3;3;3;3;3;1;1;6131ec917b8b9c000132ec00;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1437;1437;11:47:31 06.09.2021;12:16:44 06.09.2021;1752;5;;20;1;6;2;2;9;4;2;3;1;1;2;1;3;1;1;1;1;1;4;5;4;5;5;1;3;3;5;3;3;4;5;5;4;2;5;2;1;2;3;2;3;3;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;5;2;2;1;5;2;5;1;1;1;1;1;4;3;4;4;4;4;5;5;3;3;5;5;5;5;4;1;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;4;4;5;4;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;2;2;2;4;4;5;4;5;5;5;5;3;4;4;4;4;4;2;2;4;5;2;3;4;3;2;4;1;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;4;4;1;6135bfaf6cfe070001067eab;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1438;1438;11:48:04 06.09.2021;12:16:30 06.09.2021;1706;5;;20;1;6;1;8;2;9;4;1;2;1;1;1;1;2;1;1;1;1;2;5;1;2;2;2;4;2;2;1;1;4;3;1;4;2;2;5;4;4;5;3;5;4;2;4;3;1;1;1;1;2;1;1;1;3;2;4;4;2;2;2;2;2;2;4;2;2;2;2;3;2;2;2;2;2;2;2;1;2;4;4;2;1;3;1;1;3;1;1;5;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;2;1;5;1;5;2;1;5;1;1;4;1;5;5;1;5;1;1;1;2;5;5;5;5;1;1;2;1;1;3;1;1;5;5;5;3;4;2;4;5;5;5;5;5;5;5;1;5;3;1;2;5;2;1;2;3;1;1;1;1;2;1;1;3;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;5;5;5;3;5;5;5;4;2;5;4;5;1;5;5;3;4;4;4;1;1;1;5;5;1;1;1;3;5;4;3;4;2;1;4;2;2;6135bfe16cfe0700010682b1;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1439;1439;11:49:10 06.09.2021;12:00:50 06.09.2021;699;5;;20;1;6;2;2;11;6;2;1;2;3;1;1;2;1;1;1;1;1;4;4;4;4;4;5;2;4;4;3;3;2;2;3;3;4;4;5;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;3;5;5;4;3;3;5;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;3;3;3;3;3;4;4;3;3;3;3;3;4;4;3;3;4;4;3;3;4;3;4;4;3;3;3;3;4;4;3;3;3;3;3;1;6135bfaf6cfe070001067eae;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1440;1440;11:49:14 06.09.2021;12:09:27 06.09.2021;1212;5;;20;1;6;2;2;1;5;2;1;2;2;1;1;3;4;1;1;1;1;3;5;4;4;3;3;3;3;3;3;4;3;3;3;3;4;3;2;1;1;3;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;4;2;2;2;2;4;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;2;2;5;5;5;3;5;5;5;5;3;4;2;5;5;5;5;5;3;2;5;5;3;5;5;4;1;3;2;3;3;5;2;1;5;3;3;4;3;3;1;5;1;1;5;2;1;1;1;5;1;1;1;5;3;1;1;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;3;5;3;3;5;5;5;3;3;3;3;5;3;3;6135bfaf6cfe070001067eb2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1441;1441;11:49:59 06.09.2021;12:01:19 06.09.2021;679;5;;20;1;6;1;4;2;7;2;1;2;1;1;1;1;2;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;2;1;1;2;1;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;3;2;1;1;1;1;1;1;1;1;4;4;5;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;5;3;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;3;1;6135bfb16cfe070001067f05;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1442;1442;11:50:44 06.09.2021;12:05:01 06.09.2021;857;5;;20;1;6;1;2;10;5;1;3;4;4;4;1;3;4;3;4;1;4;2;5;3;4;4;2;2;4;4;3;4;2;3;3;3;2;3;3;1;3;3;1;3;2;2;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;2;2;2;2;4;2;2;2;4;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;2;3;2;2;2;1;3;1;1;1;3;2;3;3;3;2;2;2;1;1;1;4;4;4;2;2;3;1;1;1;1;1;1;2;3;3;5;3;1;4;4;3;3;4;3;2;4;4;4;4;5;5;4;3;3;3;3;3;3;3;5;3;3;3;3;4;1;4;4;1;5;3;1;1;1;1;1;1;1;3;3;1;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;1;1;1;2;3;3;3;3;4;3;4;3;3;3;3;4;3;2;6135bfda6cfe0700010680ad;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1445;1445;11:54:44 06.09.2021;12:36:29 06.09.2021;2459;5;;20;1;6;1;2;10;5;2;1;4;2;1;1;1;4;1;1;1;1;3;5;4;5;4;2;1;2;2;3;2;3;3;4;5;3;3;2;1;1;1;1;3;1;1;2;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;1;1;6;1;5;1;1;1;1;1;4;1;5;2;5;2;1;4;1;1;1;1;1;5;1;2;5;3;4;5;4;6;5;4;4;5;5;5;5;5;4;5;5;5;2;4;2;4;3;1;5;2;2;2;2;2;5;5;5;5;4;4;4;2;4;3;5;1;4;3;4;5;4;4;5;5;5;4;4;4;2;4;4;5;5;5;5;5;4;4;5;1;4;4;2;5;2;3;1;3;4;1;1;2;4;5;2;2;4;3;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;4;5;5;5;2;5;5;5;5;3;5;5;5;5;5;5;5;5;3;3;5;5;5;5;1;4;5;5;5;5;4;5;5;5;4;1;6135bfda6cfe0700010680b4;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1448;1448;11:59:11 06.09.2021;12:57:15 06.09.2021;3483;5;;20;1;6;1;2;2;6;1;2;2;2;1;2;3;2;1;1;1;2;4;5;3;5;5;1;3;5;5;3;4;3;5;4;5;2;3;4;1;2;3;2;3;3;3;3;3;4;3;1;1;3;1;1;1;1;2;2;1;1;3;2;2;2;1;5;2;2;2;3;2;3;1;3;2;2;3;1;1;3;5;5;1;1;1;1;1;3;1;5;5;5;1;6;6;6;6;6;5;3;4;6;6;4;6;6;4;4;6;6;5;5;5;5;5;5;3;5;5;5;1;3;1;3;3;4;5;4;2;1;1;5;4;3;5;3;5;4;5;5;5;5;5;5;4;4;3;2;2;5;2;4;5;4;5;4;3;5;1;5;3;1;3;3;4;1;4;4;1;1;1;1;4;4;1;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;3;3;4;4;5;4;4;3;3;3;4;4;2;6135bfb16cfe070001067f07;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1449;1449;12:02:35 06.09.2021;12:46:04 06.09.2021;2608;5;;20;1;6;1;7;10;6;2;1;4;2;1;1;4;2;1;1;1;1;5;3;5;4;4;2;1;3;2;3;4;1;4;2;3;1;2;4;1;3;3;3;1;3;3;2;1;3;1;3;2;3;3;3;2;1;1;2;2;2;4;3;1;2;2;6;2;2;2;3;3;5;1;2;1;2;2;1;1;2;4;5;3;1;3;2;2;1;1;1;4;1;2;6;3;3;4;2;6;2;1;3;4;3;3;3;4;3;3;2;4;1;3;1;4;1;1;5;1;4;1;4;1;5;3;3;2;1;1;1;1;4;4;2;1;5;2;2;3;2;4;3;5;5;4;3;4;3;3;1;4;5;5;4;5;5;5;4;1;3;3;2;3;4;3;1;2;4;1;1;1;1;4;3;3;3;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;4;5;5;5;2;5;5;4;5;4;5;2;3;5;5;5;5;5;4;4;4;4;4;4;4;2;5;5;2;4;2;4;1;4;1;1;6135bfdb6cfe0700010680e4;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1452;1452;12:03:41 06.09.2021;12:33:36 06.09.2021;1795;5;;20;1;6;1;7;10;6;3;1;2;2;2;1;4;3;1;1;1;1;4;4;3;4;3;3;3;4;3;4;3;4;4;3;3;3;3;3;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;4;2;1;1;1;5;1;2;2;2;2;2;1;1;1;1;1;1;1;3;3;3;2;1;2;3;1;4;1;1;4;2;3;4;4;1;1;1;5;1;1;1;1;1;1;1;1;4;1;1;4;3;1;1;4;3;2;4;2;2;2;2;2;4;4;4;5;5;4;2;2;5;4;2;2;4;3;3;3;4;4;4;5;5;3;3;3;3;3;4;3;3;5;4;4;4;4;4;1;3;3;3;3;3;1;2;3;3;1;1;2;1;3;3;2;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;3;4;4;4;4;4;5;4;5;5;5;5;3;5;5;5;5;4;4;4;4;4;4;4;4;1;3;4;4;4;1;4;3;1;4;3;1;6135bfdc6cfe070001068140;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1453;1453;12:04:03 06.09.2021;12:24:22 06.09.2021;1219;5;;20;1;6;1;7;2;7;1;1;3;2;1;1;2;4;1;1;1;1;4;4;4;5;5;1;2;4;4;3;4;4;5;2;4;2;4;2;1;2;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;4;1;4;4;4;1;1;4;4;1;5;5;4;1;1;1;4;4;4;4;4;4;3;3;3;5;3;4;1;1;5;5;1;1;5;5;1;5;1;1;1;4;1;2;5;5;1;1;1;1;4;5;5;5;5;4;2;1;2;4;3;3;4;5;5;5;5;2;4;2;4;4;5;4;4;5;5;5;1;3;4;4;4;4;2;2;4;3;1;1;1;1;1;3;3;1;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;1;4;1;5;5;5;5;5;5;4;4;4;5;4;4;4;4;5;5;4;3;4;4;1;4;5;1;6135bfdb6cfe0700010680dd;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
